time_sec,total_area_um2,num_active_islands,total_area_um2_smooth
172.7,50992.258,30,49583.19513
172.733,50992.258,30,49591.34144999999
172.767,50992.258,30,49599.485311000004
172.8,50992.258,30,49607.629172
172.833,49900.674,28,49614.300379
172.867,49900.674,28,49620.97158599999
172.9,49900.674,28,49627.642793
172.933,49900.674,28,49634.314
172.967,46853.333,25,49640.985207000005
173.0,46853.333,25,49647.656414
173.033,46853.333,25,49654.327621
173.067,55319.262,29,49660.998828
173.1,55319.262,29,49670.47767
173.133,55319.262,29,49679.956512000004
173.167,55319.262,29,49689.435354
173.2,55319.262,29,49697.95168499999
173.233,55319.262,29,49706.468016000006
173.267,55319.262,29,49714.984347
173.3,55319.262,29,49707.633357
173.333,47576.14,23,49700.282367
173.367,47576.14,23,49692.931377
173.4,47576.14,23,49685.580387
173.433,47576.14,23,49679.79547700001
173.467,47576.14,23,49671.225058
173.5,47576.14,23,49662.654639
173.533,47576.14,23,49654.08422
173.567,47576.14,23,49648.66317099999
173.6,47576.14,23,49643.242122
173.633,47576.14,23,49643.983365
173.667,47576.14,23,49644.724608
173.7,51781.445,27,49657.754787
173.733,51781.445,27,49670.784966
173.767,51781.445,27,49683.815145
173.8,51781.445,27,49696.845324
173.833,51781.445,27,49709.875502999996
173.867,51781.445,27,49722.905682
173.9,51781.445,27,49731.125758
173.933,51781.445,27,49739.345834
173.967,48743.938,22,49747.565910000005
174.0,48743.938,22,49755.785986
174.033,48743.938,22,49764.006062
174.067,48743.938,22,49772.226138
174.1,48743.938,22,49800.902369999996
174.133,48743.938,22,49829.57860200001
174.167,51710.149,27,49858.25483400001
174.2,51710.149,27,49884.704873999995
174.233,51710.149,27,49911.154914000006
174.267,51710.149,27,49935.078818999995
174.3,51710.149,27,49959.002724
174.333,53668.363,28,49982.926629
174.367,53668.363,28,50004.896006999996
174.4,53668.363,28,50026.865385000005
174.433,51794.968,26,50048.834763
174.467,51794.968,26,50050.951553000006
174.5,51794.968,26,50053.068343
174.533,51794.968,26,50057.247836
174.567,51794.968,26,50061.427329
174.6,48751.315,21,50065.606821999994
174.633,48751.315,21,50069.786315000005
174.667,48751.315,21,50073.965808
174.7,48751.315,21,50078.145301
174.733,48751.315,21,50082.324794
174.767,48751.315,21,50086.504287
174.8,48751.315,21,50090.68377999999
174.833,48751.315,21,50094.863273
174.867,48751.315,21,50099.042766000006
174.9,48751.315,21,50103.222259
174.933,48751.315,21,50107.401752
174.967,48751.315,21,50111.581244999994
175.0,48751.315,21,50124.843755999995
175.033,48751.315,21,50138.106267
175.067,48751.315,21,50151.370008
175.1,48751.315,21,50153.618329
175.133,52796.819,28,50155.86665
175.167,52796.819,28,50158.201019
175.2,52796.819,28,50166.256374
175.233,50577.999,34,50174.311729
175.267,50577.999,34,50176.437122
175.3,50577.999,34,50178.562515
175.333,50577.999,34,50180.687908
175.367,50577.999,34,50191.226373
175.4,50577.999,34,50201.764838
175.433,50577.999,34,50212.303303
175.467,50577.999,34,50213.441599
175.5,48507.921,31,50214.579895
175.533,48507.921,31,50214.153342
175.567,48507.921,31,50212.150877
175.6,48507.921,31,50210.148412
175.633,48507.921,31,50208.145947000005
175.667,48507.921,31,50206.143482
175.7,48507.921,31,50201.847209
175.733,48507.921,31,50197.55093600001
175.767,48507.921,31,50193.25466299999
175.8,48507.921,31,50185.007541
175.833,48507.921,31,50178.933755
175.867,48507.921,31,50172.859969000005
175.9,48507.921,31,50166.786183000004
175.933,48507.921,31,50160.716085
175.967,48507.921,31,50159.856830000004
176.0,65396.757,36,50158.997574999994
176.033,65396.757,36,50158.13832
176.067,65396.757,36,50157.279064999995
176.1,65399.216,36,50156.41981
176.133,65399.216,36,50155.560555000004
176.167,65399.216,36,50154.7013
176.2,65399.216,36,50153.842045000005
176.233,65399.216,36,50152.98279
176.267,57410.24,25,50144.631182000005
176.3,57410.24,25,50136.27957399999
176.333,57410.24,25,50127.927965999996
176.367,57410.24,25,50133.918162
176.4,57410.24,25,50139.908358
176.433,57410.24,25,50145.89855400001
176.467,57872.444,28,50150.692674
176.5,57872.444,28,50155.486794
176.533,53175.432,27,50164.138339
176.567,53175.432,27,50172.789884000005
176.6,53175.432,27,50181.441429
176.633,53175.432,27,50183.607386
176.667,53175.432,27,50185.77334299999
176.7,53175.432,27,50187.9393
176.733,48488.255,20,50189.443914
176.767,48488.255,20,50190.94852800001
176.8,48488.255,20,50192.453142
176.833,48488.255,20,50193.957755999996
176.867,54569.413,29,50195.462369999994
176.9,54569.413,29,50191.57052
176.933,54569.413,29,50187.67867
176.967,54569.413,29,50183.78682
177.0,54569.413,29,50179.89497
177.033,54569.413,29,50176.00312
177.067,54569.413,29,50185.01238
177.1,54569.413,29,50194.02164
177.133,50059.25,25,50199.78442
177.167,50059.25,25,50212.59456
177.2,50059.25,25,50220.274991
177.233,50059.25,25,50227.955422
177.267,50059.25,25,50235.635853
177.3,50059.25,25,50243.294158
177.333,50059.25,25,50240.128809
177.367,50059.25,25,50236.96346
177.4,49458.143000000004,31,50237.841155999995
177.433,49458.143000000004,31,50238.73852
177.467,49458.143000000004,31,50244.437382
177.5,55861.369,37,50251.880565
177.533,55861.369,37,50259.323748
177.567,55861.369,37,50266.76693099999
177.6,55861.369,37,50274.210114
177.633,55861.369,37,50282.362581
177.667,53476.599,33,50298.277840999996
177.7,53476.599,33,50314.193101
177.733,53476.599,33,50330.108361
177.767,49165.577,28,50344.519004
177.8,49165.577,28,50358.929647
177.833,49165.577,28,50373.34029
177.867,49165.577,28,50387.754621
177.9,49165.577,28,50402.168952
177.933,49165.577,28,50407.857981
177.967,49165.577,28,50407.420368
178.0,49165.577,28,50406.982755000005
178.033,49165.577,28,50406.545141999995
178.067,49165.577,28,50405.701873000005
178.1,49165.577,28,50404.858603999994
178.133,49165.577,28,50404.015335000004
178.167,49165.577,28,50403.17206600001
178.2,49165.577,28,50402.334942999994
178.233,49165.577,28,50403.914549999994
178.267,49165.577,28,50405.494157
178.3,57502.433000000005,34,50407.073764
178.333,57502.433000000005,34,50415.26926
178.367,57502.433000000005,34,50423.464755999994
178.4,57502.433000000005,34,50442.08808000001
178.433,57502.433000000005,34,50460.711404
178.467,57502.433000000005,34,50479.334728
178.5,57502.433000000005,34,50497.958052
178.533,57502.433000000005,34,50516.581375999995
178.567,52789.441,28,50535.2047
178.6,52789.441,28,50553.828024
178.633,52789.441,28,50572.451347999995
178.667,52789.441,28,50583.76179
178.7,52789.441,28,50595.072232
178.733,52789.441,28,50606.382674
178.767,52789.441,28,50617.693116
178.8,52789.441,28,50629.003558
178.833,69116.503,35,50640.314
178.867,69116.503,35,50652.38658599999
178.9,69116.503,35,50660.407522999994
178.933,77040.33,41,50666.866068
178.967,77040.33,41,50675.586455
179.0,77040.33,41,50684.306842000005
179.033,77040.33,41,50693.027229
179.067,77040.33,41,50701.74761599999
179.1,70075.33,32,50710.46800300001
179.133,70075.33,32,50716.459428999995
179.167,70075.33,32,50724.206241
179.2,51215.986000000004,28,50738.619342
179.233,51215.986000000004,28,50748.024428000004
179.267,51215.986000000004,28,50757.429513999996
179.3,51215.986000000004,28,50766.8346
179.333,51215.986000000004,28,50776.23968599999
179.367,51215.986000000004,28,50785.644772
179.4,51215.986000000004,28,50795.049858
179.433,51215.986000000004,28,50804.454944
179.467,51215.986000000004,28,50813.86003
179.5,51215.986000000004,28,50823.265116
179.533,51215.986000000004,28,50832.670202
179.567,51215.986000000004,28,50842.075288
179.6,51215.986000000004,28,50851.480374
179.633,51215.986000000004,28,50860.88546
179.667,51215.986000000004,28,50870.290546
179.7,51215.986000000004,28,50879.695632
179.733,55448.335,33,50889.100718
179.767,55448.335,33,50896.59553200001
179.8,55448.335,33,50904.09034599999
179.833,55448.335,33,50911.585159999995
179.867,55448.335,33,50916.097783
179.9,55448.335,33,50920.610406
179.933,55448.335,33,50925.12302900001
179.967,55448.335,33,50929.635652
180.0,47549.096,24,50934.148275
180.033,47549.096,24,50903.806391000006
180.067,47549.096,24,50873.464507
180.1,47549.096,24,50843.122623
180.133,47549.096,24,50816.88155800001
180.167,47549.096,24,50823.306912
180.2,47549.096,24,50837.279937
180.233,47549.096,24,50851.252962
180.267,48854.574,29,50865.225987000005
180.3,48854.574,29,50879.199012000005
180.333,48854.574,29,50893.175724
180.367,51921.58,32,50907.152436
180.4,51921.58,32,50921.12914799999
180.433,51921.58,32,50933.415625
180.467,51921.58,32,50943.002641
180.5,51921.58,32,50952.589657000004
180.533,51083.224,30,50962.176673
180.567,56340.781,36,50971.76368899999
180.6,56340.781,36,50981.350705
180.633,54550.975,33,50990.937721
180.667,54550.975,33,51000.52473700001
180.7,54550.975,33,51005.462682000005
180.733,54550.975,33,51010.400626999995
180.767,54550.975,33,51015.33857199999
180.8,54550.975,33,51020.276517
180.833,50126.861,28,51025.214462
180.867,50126.861,28,51027.062043000005
180.9,50126.861,28,51028.909624
180.933,50126.861,28,51030.747371
180.967,50126.861,28,51048.243463
181.0,50126.861,28,51065.739555
181.033,50126.861,28,51079.235625999994
181.067,50126.861,28,51092.731697
181.1,50126.861,28,51106.227768
181.133,50126.861,28,51121.825877999996
181.167,50126.861,28,51137.423987999995
181.2,50126.861,28,51153.022097999994
181.233,50126.861,28,51165.05043
181.267,50126.861,28,51177.078762000005
181.3,50126.861,28,51186.764121
181.333,50126.861,28,51196.44948
181.367,51329.079,31,51206.134839
181.4,51329.079,31,51215.82019800001
181.433,51329.079,31,51230.804906000005
181.467,51329.079,31,51245.789614
181.5,51329.079,31,51260.774322
181.533,51329.079,31,51275.75903
181.567,51329.079,31,51290.743738
181.6,51329.079,31,51305.728446
181.633,48380.078,26,51320.713154
181.667,48380.078,26,51334.708307
181.7,48380.078,26,51343.111547
181.733,48380.078,26,51351.514787
181.767,48380.078,26,51359.918027
181.8,48380.078,26,51368.321267
181.833,48380.078,26,51376.724507
181.867,61096.795,30,51385.127747
181.9,61096.795,30,51393.530987000006
181.933,61096.795,30,51403.615858
181.967,61096.795,30,51413.700729
182.0,61094.336,30,51423.7856
182.033,52820.173,32,51433.870471
182.067,52820.173,32,51443.955342
182.1,52820.173,32,51454.040213
182.133,51470.443,30,51457.349392
182.167,51470.443,30,51460.65857099999
182.2,51470.443,30,51463.96775
182.233,51470.443,30,51467.276929
182.267,51470.443,30,51476.143605000005
182.3,47427.4,24,51485.010280999995
182.333,48576.757,29,51493.639708999995
182.367,48576.757,29,51505.114877
182.4,48576.757,29,51517.681629
182.433,48576.757,29,51530.248381
182.467,48576.757,29,51542.815133000004
182.5,48576.757,29,51555.381884999995
182.533,48576.757,29,51566.458771
182.567,48576.757,29,51577.53565700001
182.6,44702.124,22,51593.50623400001
182.633,44702.124,22,51607.142442000004
182.667,44702.124,22,51620.77865
182.7,44702.124,22,51634.414858000004
182.733,44702.124,22,51648.051066
182.767,44702.124,22,51661.687273999996
182.8,44702.124,22,51675.323482
182.833,44702.124,22,51688.959689999996
182.867,44702.124,22,51702.595898
182.9,44702.124,22,51716.232105999996
182.933,44702.124,22,51729.86831400001
182.967,44702.124,22,51745.940919
183.0,44702.124,22,51762.013523999995
183.033,44702.124,22,51780.038199
183.067,44702.124,22,51798.062873999996
183.1,44702.124,22,51816.087549
183.133,44702.124,22,51834.112224
183.167,44702.124,22,51852.136899000005
183.2,54300.205,32,51870.161574
183.233,54300.205,32,51883.881373
183.267,54300.205,32,51897.601171999995
183.3,54300.205,32,51912.925157
183.333,54300.205,32,51928.249142
183.367,54300.205,32,51943.573126999996
183.4,54300.205,32,51958.897112000006
183.433,54300.205,32,51974.221097
183.467,48842.281,26,51989.545082000004
183.5,48842.281,26,51991.675391000004
183.533,48842.281,26,51993.8057
183.567,48842.281,26,51995.936009
183.6,48842.281,26,51998.066318
183.633,48842.281,26,52000.196627000005
183.667,55238.132000000005,34,52002.326936000005
183.7,55238.132000000005,34,52004.457245
183.733,55238.132000000005,34,52006.587554
183.767,55238.132000000005,34,52012.056541
183.8,55238.132000000005,34,52017.525528
183.833,54780.842,37,52022.994515
183.867,54780.842,37,52034.694636
183.9,54782.072,37,52046.446387
183.933,51466.753,32,52058.19813800001
183.967,51466.753,32,52069.949888999996
184.0,51466.753,32,52081.70164
184.033,51466.753,32,52097.968471
184.067,51466.753,32,52114.235302
184.1,47149.585999999996,25,52130.502133
184.133,47149.585999999996,25,52140.462848999996
184.167,47149.585999999996,25,52153.379941
184.2,47149.585999999996,25,52166.297033
184.233,47149.585999999996,25,52179.214125
184.267,47149.585999999996,25,52192.131217
184.3,47149.585999999996,25,52205.048309
184.333,47149.585999999996,25,52219.605237
184.367,47149.585999999996,25,52234.162165
184.4,47149.585999999996,25,52248.719093
184.433,47149.585999999996,25,52263.276021000005
184.467,47149.585999999996,25,52281.568675
184.5,47149.585999999996,25,52299.86132900001
184.533,65410.278,36,52318.153983000004
184.567,65410.278,36,52336.446637
184.6,65279.974,36,52352.98882200001
184.633,53357.359,36,52356.93967100001
184.667,53357.359,36,52360.89051999999
184.7,53357.359,36,52364.841369
184.733,53357.359,36,52365.975976999995
184.767,53357.359,36,52367.110584999995
184.8,52538.671,34,52368.245193
184.833,52538.671,34,52369.379800999995
184.867,52538.671,34,52370.514409
184.9,47234.406,26,52387.485603999994
184.933,47234.406,26,52404.456799
184.967,47234.406,26,52421.427994000005
185.0,47234.406,26,52438.399188999996
185.033,47234.406,26,52455.370383999994
185.067,47234.406,26,52472.34157900001
185.1,47234.406,26,52482.495285000005
185.133,47234.406,26,52492.648990999995
185.167,47234.406,26,52502.802697
185.2,47234.406,26,52512.956403000004
185.233,47234.406,26,52523.110108999994
185.267,47234.406,26,52535.503530999995
185.3,47234.406,26,52547.896953
185.333,47234.406,26,52560.290375
185.367,47234.406,26,52575.351296
185.4,47234.406,26,52590.412217
185.433,51225.818999999996,30,52605.473138
185.467,51225.818999999996,30,52620.534059
185.5,51225.818999999996,30,52635.59498
185.533,51225.818999999996,30,52645.062758
185.567,51225.818999999996,30,52652.582157000004
185.6,51225.818999999996,30,52660.101556
185.633,51225.818999999996,30,52667.620955
185.667,51225.818999999996,30,52672.368369
185.7,48584.134,27,52677.115783
185.733,48584.134,27,52690.306999
185.767,48584.134,27,52703.49821500001
185.8,48584.134,27,52716.689431
185.833,48584.134,27,52730.465776
185.867,48584.134,27,52744.242121
185.9,48584.134,27,52758.01846600001
186.2,46913.57,23,52778.170993
186.233,46913.57,23,52798.909879
186.267,51245.49,27,52817.535663
186.3,51245.49,27,52836.161447
186.333,51245.49,27,52854.78723100001
186.367,51245.49,27,52873.413015
186.4,51245.49,27,52892.038798999994
186.433,51245.49,27,52910.664583000005
186.467,51245.49,27,52931.806663999996
186.5,51245.49,27,52952.948745
186.533,48324.762,23,52978.115432
186.567,48324.762,23,53003.282118999996
186.6,48324.762,23,53028.448806
186.633,48324.762,23,53053.615493
186.667,48324.762,23,53078.78218
186.7,48324.762,23,53103.948867
186.733,48324.762,23,53125.562988000005
186.767,48324.762,23,53140.638663
186.8,48324.762,23,53148.759171000005
186.833,48324.762,23,53156.879679000005
186.867,50845.98,29,53165.000187
186.9,50845.98,29,53173.120695
186.933,50845.98,29,53181.241203000005
186.967,50845.98,29,53189.361711000005
187.0,50845.98,29,53197.482219
187.033,50845.98,29,53209.871953999995
187.067,50845.98,29,53222.261689
187.1,50845.98,29,53234.651424
187.133,43926.463,24,53247.041159
187.167,43926.463,24,53259.430894000005
187.2,43926.463,24,53271.820629
187.233,43926.463,24,53275.528086000006
187.267,43926.463,24,53279.235542999995
187.3,43926.463,24,53282.943
187.333,43926.463,24,53286.650456999996
187.367,43926.463,24,53307.984306
187.4,52651.764,30,53329.31815499999
187.433,52651.764,30,53350.652004
187.467,52651.764,30,53371.985853
187.5,52698.478,34,53395.15253099999
187.533,52698.478,34,53418.319209
187.567,52696.019,34,53441.485886999995
187.6,52696.019,34,53464.652565
187.633,52696.019,34,53478.446118
187.667,50820.165,31,53492.239670999996
187.7,50823.853,31,53506.033224
187.733,50823.853,31,53519.826776999995
187.767,48936.936,28,53533.62033
187.8,48936.936,28,53547.413883
187.833,48936.936,28,53562.275664
187.867,48936.936,28,53574.225323
187.9,48936.936,28,53586.174982000004
187.933,48936.936,28,53598.124641
187.967,48936.936,28,53610.0743
188.0,48936.936,28,53620.333727
188.033,48936.936,28,53630.593154
188.067,48936.936,28,53640.852581
188.1,48936.936,28,53647.758581
188.133,48936.936,28,53657.323475000005
188.167,48936.936,28,53666.888369
188.2,48936.936,28,53676.453263
188.233,48936.936,28,53686.018157000006
188.267,51439.711,33,53694.919249000006
188.3,51439.711,33,53703.820341
188.333,51439.711,33,53712.721433
188.367,51439.711,33,53721.622525
188.4,51439.711,33,53730.523617
188.433,51439.711,33,53741.77014
188.467,51439.711,33,53753.016663
188.5,51439.711,33,53764.263186000004
188.533,46650.505,26,53775.509709
188.567,46650.505,26,53779.926450000006
188.6,46650.505,26,53784.343191
188.633,46650.505,26,53788.75993199999
188.667,46650.505,26,53793.176673
188.7,46650.505,26,53793.424985000005
188.733,65116.483,34,53793.673297
188.767,65094.356,34,53793.921609
188.8,65094.356,34,53794.169921
188.833,65094.356,34,53805.738508999995
188.867,65080.834,34,53817.307097000004
188.9,65080.834,34,53828.875685
188.933,65080.834,34,53840.444272999994
188.967,65080.834,34,53852.012861
189.0,51803.573000000004,26,53863.581449
189.033,51803.573000000004,26,53868.974226000006
189.067,51803.573000000004,26,53874.384213
189.1,51803.573000000004,26,53879.794200000004
189.133,51803.573000000004,26,53885.204186999996
189.167,51803.573000000004,26,53890.614173999995
189.2,54050.663,33,53896.024161
189.233,54050.663,33,53901.434148
189.267,54050.663,33,53906.84413500001
189.3,59143.496999999996,34,53920.658589
189.333,59143.496999999996,34,53934.473043000005
189.367,59143.496999999996,34,53948.287497000005
189.4,59143.496999999996,34,53962.101951000004
189.433,59143.496999999996,34,53975.916405
189.467,56748.894,31,53989.730859
189.5,56748.894,31,54002.335719
189.533,56748.894,31,54007.151975
189.567,52257.170999999995,24,54011.968231
189.6,52257.170999999995,24,54016.784487000004
189.633,52259.63,24,54021.600743
189.667,52257.170999999995,24,54024.027312
189.7,52257.170999999995,24,54026.453880999994
189.733,52257.170999999995,24,54028.880450000004
189.767,52257.170999999995,24,54041.171845
189.8,52257.170999999995,24,54054.554824
189.833,52257.170999999995,24,54067.93780299999
189.867,52257.170999999995,24,54081.323241000006
189.9,52257.170999999995,24,54094.708678999996
189.933,52257.170999999995,24,54111.141458000006
189.967,52257.170999999995,24,54127.57423699999
190.0,52257.170999999995,24,54144.007016
190.033,52257.170999999995,24,54141.412044
190.067,52257.170999999995,24,54138.817072
190.1,51294.659999999996,30,54136.2221
190.133,51294.659999999996,30,54133.627128
190.167,51294.659999999996,30,54131.032155999994
190.2,51294.659999999996,30,54128.437184
190.233,51294.659999999996,30,54129.087462
190.267,51294.659999999996,30,54129.737740000004
190.3,51294.659999999996,30,54138.13114
190.333,51294.659999999996,30,54146.52454
190.367,48509.151,27,54154.91794
190.4,48509.151,27,54163.31133999999
190.433,48509.151,27,54171.704739999994
190.467,48509.151,27,54180.09814
190.5,48509.151,27,54185.634735
190.533,54671.443,34,54191.171330000005
190.567,54671.443,34,54196.707925
190.6,54671.443,34,54202.24452
190.633,54671.443,34,54207.781115000005
190.667,54671.443,34,54209.112405
190.7,54671.443,34,54213.310338
190.733,54671.443,34,54217.508271
190.767,54671.443,34,54221.706204
190.8,49861.34,28,54225.904137000005
190.833,49861.34,28,54230.10207
190.867,49861.34,28,54234.300003
190.9,49861.34,28,54238.497936
190.933,49861.34,28,54245.733376
190.967,49861.34,28,54247.69897
191.0,70317.496,29,54249.664564000006
191.033,70317.496,29,54251.630158
191.067,70317.496,29,54253.595752
191.1,72792.00200000001,34,54255.561346
191.133,72792.00200000001,34,54254.560729
191.167,72792.00200000001,34,54253.56011200001
191.2,72792.00200000001,34,54261.362241
191.233,72792.00200000001,34,54269.16437
191.267,70837.475,31,54276.966499
191.3,70837.475,31,54284.376493
191.333,70837.475,31,54291.786487000005
191.367,50984.887,26,54299.196481
191.4,50984.887,26,54308.479869999996
191.433,50984.887,26,54317.763259
191.467,50984.887,26,54324.835205
191.5,50984.887,26,54331.907151
191.533,50984.887,26,54338.979096999996
191.567,50984.887,26,54346.764015
191.6,50984.887,26,54354.548933000005
191.633,50984.887,26,54362.333850999996
191.667,50984.887,26,54370.118769
191.7,50984.887,26,54377.903687
191.733,50984.887,26,54385.688604999996
191.767,50984.887,26,54393.473523
191.8,50984.887,26,54401.258441
191.833,50984.887,26,54409.043358999996
191.867,50984.887,26,54416.828277
191.9,60067.905,35,54424.613195
191.933,60067.905,35,54432.398112999996
191.967,60069.134999999995,35,54440.18303099999
192.0,60069.134999999995,35,54447.967949
192.033,60069.134999999995,35,54455.752866999996
192.067,60069.134999999995,35,54463.53778499999
192.1,65790.121,37,54467.743089
192.133,65790.121,37,54471.948393
192.167,59860.159,32,54488.418048
192.2,59860.159,32,54507.106523
192.233,59860.159,32,54525.794998000005
192.267,59860.159,32,54544.48347300001
192.3,59860.159,32,54563.171947999996
192.333,59860.159,32,54578.218118000004
192.367,50459.99,24,54591.508902
192.4,50459.99,24,54604.799686000006
192.433,48895.141,30,54616.28591299999
192.467,48895.141,30,54629.842218000005
192.5,48895.141,30,54643.398522999996
192.533,48895.141,30,54656.954828
192.567,48895.141,30,54670.511133
192.6,48895.141,30,54679.924825
192.633,48895.141,30,54689.338517
192.667,48895.141,30,54698.752209
192.7,44944.292,24,54708.165901
192.733,44944.292,24,54717.579593
192.767,44944.292,24,54726.993285
192.8,44944.292,24,54736.406977
192.833,44944.292,24,54745.820669
192.867,44944.292,24,54755.234361
192.9,44944.292,24,54764.648053
192.933,44944.292,24,54774.061745
192.967,44944.292,24,54766.586601
193.0,44944.292,24,54759.111457
193.033,44944.292,24,54751.636313
193.067,44944.292,24,54744.158709999996
193.1,44944.292,24,54736.681107000004
193.133,44944.292,24,54729.203504
193.167,44944.292,24,54721.725901
193.2,44944.292,24,54714.248298
193.233,44944.292,24,54714.75967100001
193.267,59286.096,28,54715.271044
193.3,59286.096,28,54715.782416999995
193.333,59286.096,28,54716.29379
193.367,58090.020000000004,31,54716.805163000005
193.4,58090.020000000004,31,54717.316536
193.433,58090.020000000004,31,54717.365705
193.467,58090.020000000004,31,54722.105738000006
193.5,58090.020000000004,31,54731.542783
193.533,51604.432,27,54740.979828
193.567,51604.432,27,54750.416872999995
193.6,51604.432,27,54759.85391800001
193.633,50943.089,26,54769.290963
193.667,50943.089,26,54778.728008
193.7,50943.089,26,54792.85223
193.733,50943.089,26,54799.650048999996
193.767,50943.089,26,54806.447868
193.8,50943.089,26,54813.245687
193.833,50943.089,26,54813.962348
193.867,50943.089,26,54814.67900900001
193.9,50943.089,26,54815.395670000005
193.933,50943.089,26,54819.270307
193.967,63844.199,31,54823.144944
194.0,63844.199,31,54827.019581
194.033,63844.199,31,54830.894217999994
194.067,63844.199,31,54834.768855
194.1,63844.199,31,54848.652142000006
194.133,63844.199,31,54862.535429
194.167,63844.199,31,54876.399047
194.2,63822.073000000004,31,54889.247295
194.233,52998.419,24,54902.084480000005
194.267,52998.419,24,54914.921665
194.3,52998.419,24,54927.75885
194.333,52998.419,24,54940.596035
194.367,52998.419,24,54948.787835
194.4,54742.74,31,54956.979635
194.433,54742.74,31,54965.171435
194.467,54742.74,31,54966.960009
194.5,54742.74,31,54968.74858299999
194.533,55452.024,33,54970.537157000006
194.567,63214.816999999995,34,54972.325731
194.6,63214.816999999995,34,54974.114305
194.633,63214.816999999995,34,54978.287649
194.667,61710.2,31,54982.460993
194.7,61710.2,31,54986.634336999996
194.733,61710.2,31,54995.118703
194.767,61713.888,31,55003.603069
194.8,61713.888,31,55012.087435
194.833,52988.585999999996,22,55030.349358
194.867,52988.585999999996,22,55048.611281000005
194.9,52988.585999999996,22,55066.873204
194.933,52988.585999999996,22,55085.135127
194.967,52988.585999999996,22,55103.39705000001
195.0,52988.585999999996,22,55121.658973000005
195.033,52988.585999999996,22,55139.920896
195.067,52988.585999999996,22,55158.182819
195.1,52994.731999999996,22,55163.981252
195.133,52994.731999999996,22,55169.779684999994
195.167,52994.731999999996,22,55175.578118
195.2,52994.731999999996,22,55181.376551
195.233,52994.731999999996,22,55187.174984
195.267,52994.731999999996,22,55184.636561
195.3,63422.56,33,55182.098138
195.333,63422.56,33,55179.499479000006
195.367,63422.56,33,55176.90082
195.4,63422.56,33,55180.163284
195.433,63422.56,33,55183.425748
195.467,63422.56,33,55186.68821200001
195.5,63422.56,33,55189.950676
195.533,63422.56,33,55197.926132
195.567,56109.678,27,55205.901588
195.6,56109.678,27,55211.497192999996
195.633,56109.678,27,55217.092798
195.667,56109.678,27,55217.078049
195.7,56109.678,27,55217.063299999994
195.733,56109.678,27,55217.048551
195.767,56871.822,35,55217.033802
195.8,56876.739,35,55200.69199100001
195.833,56871.822,35,55184.35018
195.867,59133.664,38,55168.008368999996
195.9,59133.664,38,55143.742731
195.933,59133.664,38,55119.477093
195.967,59133.664,38,55095.211455
196.0,59133.664,38,55070.94581699999
196.033,56404.703,33,55046.680178999995
196.067,56404.703,33,55029.379541
196.1,56404.703,33,55012.078903
196.133,51396.688,30,54994.778265
196.167,51396.688,30,54996.336971000004
196.2,51396.688,30,54997.895677
196.233,51396.688,30,55001.776460999994
196.267,51396.688,30,55005.657244999995
196.3,51396.688,30,55009.538028999996
196.333,51396.688,30,55013.418813000004
196.367,51396.688,30,55017.299597000005
196.4,51396.688,30,55021.180381
196.433,51396.688,30,55025.061165
196.467,51396.688,30,55032.805518
196.5,51396.688,30,55038.477334
196.533,51396.688,30,55040.214283
196.567,51396.688,30,55041.951232
196.6,51396.688,30,55043.688181000005
196.633,51396.688,30,55045.425129999996
196.667,54796.828,30,55047.197728
196.7,54796.828,30,55044.690036
196.733,54796.828,30,55042.182344
196.767,54796.828,30,55039.674652
196.8,54796.828,30,55035.443535
196.833,54796.828,30,55031.212417999996
196.867,54796.828,30,55026.981301
196.9,54796.828,30,55022.750184
196.933,17542.802,10,55018.519067
196.967,17542.802,10,55022.187189000004
197.0,17542.802,10,55025.85531100001
197.033,17542.802,10,55029.523432999995
197.067,50209.221000000005,24,55033.191555
197.1,57756.892,30,55036.859677
197.133,57756.892,30,55040.527798999996
197.167,57756.892,30,55044.195921
197.2,57756.892,30,55047.864042999994
197.233,57760.579,30,55050.22668700001
197.267,57760.579,30,55052.589331
197.3,57760.579,30,55054.951975
197.333,56070.344000000005,27,55054.24761300001
197.367,53370.883,25,55062.452938999995
197.4,53370.883,25,55070.658265
197.433,53370.883,25,55078.863591
197.467,53370.883,25,55087.068917000004
197.5,53370.883,25,55096.112599
197.533,53370.883,25,55100.969415
197.567,53370.883,25,55105.826231
197.6,53370.883,25,55112.472853
197.633,53370.883,25,55118.263907
197.667,53370.883,25,55124.054961
197.7,53370.883,25,55129.846015
197.733,53370.883,25,55135.637069
197.767,53370.883,25,55141.428123000005
197.8,53370.883,25,55148.796321
197.833,53370.883,25,55156.164519
197.867,63174.252,30,55163.532717
197.9,63174.252,30,55170.04289
197.933,59174.231,34,55176.553063
197.967,59174.231,34,55183.063236
198.0,59174.231,34,55189.573409000004
198.033,59174.231,34,55196.083582
198.067,59174.231,34,55202.593754999994
198.1,59174.231,34,55209.103928000004
198.133,55604.453,31,55215.61410100001
198.167,55604.453,31,55222.124274
198.2,53261.479999999996,27,55228.634447
198.233,53261.479999999996,27,55235.14462
198.267,53261.479999999996,27,55241.65479300001
198.3,53261.479999999996,27,55248.164966000004
198.333,58560.829,31,55261.651203
198.367,58560.829,31,55275.137440000006
198.4,58560.829,31,55288.623677
198.433,58560.829,31,55302.10991400001
198.467,58560.829,31,55315.596151
198.5,58560.829,31,55329.082388
